head,class_idx,class_name,t,cosine,l2
fm_standard,9,Gulfstream V,0.9166666666666666,0.9533248543739319,0.28478893637657166
fm_standard,9,Gulfstream V,1.0,0.9515527486801147,0.3085077404975891
fm_rollout,0,727-200,0.0,0.7086332440376282,7.082009315490723
fm_rollout,0,727-200,0.08333333333333333,0.41319820284843445,4.206456661224365
fm_rollout,0,727-200,0.16666666666666666,0.3875877857208252,2.4317667484283447
fm_rollout,0,727-200,0.25,0.4737386107444763,1.4091500043869019
fm_rollout,0,727-200,0.3333333333333333,0.5777359008789062,0.8491308689117432
fm_rollout,0,727-200,0.4166666666666667,0.659696638584137,0.5565226674079895
fm_rollout,0,727-200,0.5,0.7234950661659241,0.41024065017700195
fm_rollout,0,727-200,0.5833333333333334,0.790064811706543,0.3394487798213959
fm_rollout,0,727-200,0.6666666666666666,0.8534954190254211,0.30622413754463196
fm_rollout,0,727-200,0.75,0.8995559811592102,0.29193753004074097
fm_rollout,0,727-200,0.8333333333333334,0.9284650683403015,0.2875674068927765
fm_rollout,0,727-200,0.9166666666666666,0.9461151361465454,0.28852367401123047
fm_rollout,0,727-200,1.0,0.9571940898895264,0.2923455834388733
fm_rollout,1,737-300,0.0,-0.29359498620033264,1.9753695726394653
fm_rollout,1,737-300,0.08333333333333333,0.3461725413799286,1.047023057937622
fm_rollout,1,737-300,0.16666666666666666,0.621613085269928,0.6627314686775208
fm_rollout,1,737-300,0.25,0.7390391826629639,0.4613571763038635
fm_rollout,1,737-300,0.3333333333333333,0.7974430918693542,0.34334829449653625
fm_rollout,1,737-300,0.4166666666666667,0.8341742157936096,0.2730785310268402
fm_rollout,1,737-300,0.5,0.869013786315918,0.2327939122915268
fm_rollout,1,737-300,0.5833333333333334,0.9051442742347717,0.21142329275608063
fm_rollout,1,737-300,0.6666666666666666,0.9347060918807983,0.20164069533348083
fm_rollout,1,737-300,0.75,0.9542950391769409,0.19887802004814148
fm_rollout,1,737-300,0.8333333333333334,0.966190755367279,0.20049455761909485
fm_rollout,1,737-300,0.9166666666666666,0.9733933806419373,0.20498263835906982
fm_rollout,1,737-300,1.0,0.9779139757156372,0.21140702068805695
fm_rollout,2,737-700,0.0,-0.6066498160362244,4.648336887359619
fm_rollout,2,737-700,0.08333333333333333,-0.019427284598350525,2.3500630855560303
fm_rollout,2,737-700,0.16666666666666666,0.3098527491092682,1.3031456470489502
fm_rollout,2,737-700,0.25,0.5141081809997559,0.7736265659332275
fm_rollout,2,737-700,0.3333333333333333,0.6539785861968994,0.49198615550994873
fm_rollout,2,737-700,0.4166666666666667,0.7505747079849243,0.3415357768535614
fm_rollout,2,737-700,0.5,0.824036180973053,0.26464104652404785
fm_rollout,2,737-700,0.5833333333333334,0.8808753490447998,0.22956684231758118
fm_rollout,2,737-700,0.6666666666666666,0.9196354746818542,0.2174672782421112
